Genes,PN_VT_WT_acj6_B24,PN_VT_WT_acj6_C24,PN_VT_WT_acj6_D24,PN_VT_WT_acj6_E24,PN_VT_WT_acj6_F24,PN_VT_WT_acj6_G24
FBgn0035997,12905,11349,7551,8007,15299,15916
FBgn0035998,430,641,614,520,517,339
FBgn0035999,2513,2626,2331,3572,2698,2795
FBgn0036000,441,748,577,422,576,582
FBgn0036004,2485,3322,1873,3275,2216,2031
FBgn0036005,1578,1946,1620,1850,1541,1600
FBgn0036007,1058,1112,747,1278,1085,1460
FBgn0036008,1309,1730,1383,1363,997,1176
FBgn0036009,8,0,0,2,0,0
FBgn0036010,2,0,0,3,2,8
FBgn0036014,0,1,0,0,5,0
FBgn0036015,0,0,0,0,1,0
FBgn0036016,0,0,3,99,0,0
FBgn0036018,68,213,43,120,78,190
FBgn0036019,0,0,0,0,0,0
FBgn0036020,1314,2080,1562,2048,2142,2055
FBgn0036022,0,0,0,6,1,0
FBgn0036023,0,0,1,10,0,2
FBgn0036024,0,0,1,36,1,20
FBgn0036028,1614,1782,1565,1810,1767,1912
FBgn0036029,12,1,0,1,1,2
FBgn0036030,3440,4140,3092,3992,3627,3403
FBgn0036031,1,138,0,31,184,0
FBgn0036032,1193,1611,1039,3601,1028,2738
FBgn0036035,563,769,626,552,414,520
FBgn0036036,25,23,19,108,75,1
FBgn0036038,1070,1558,930,1533,787,2432
FBgn0036039,1265,1125,562,903,861,817
FBgn0036040,135,310,89,116,180,183
FBgn0036043,831,487,316,90,314,626
FBgn0036044,13,7,21,0,10,2
FBgn0036046,16,28,30,4,14,11
FBgn0036052,2110,2831,2141,1599,2124,2990
FBgn0036053,1113,1128,959,1198,1163,1104
FBgn0036056,0,0,0,0,0,0
FBgn0036057,0,0,0,0,0,0
FBgn0036058,2687,3101,1785,2729,1905,2247
FBgn0036059,1010,1181,734,933,555,878
FBgn0036062,959,1066,792,677,642,945
FBgn0036063,527,561,416,633,418,585
FBgn0036066,25,0,15,0,33,6
FBgn0036070,0,15,2,9,0,0
FBgn0036072,0,4,0,0,0,1
FBgn0036075,0,1,0,10,1,1
FBgn0036078,0,0,0,0,0,0
FBgn0036080,0,1,7,3,0,0
FBgn0036082,0,0,0,6,0,0
FBgn0036083,0,0,0,1,5,0
FBgn0036085,6,4,0,0,0,17
FBgn0036089,0,0,0,4,0,0
FBgn0036090,1102,1966,1617,2043,1369,2063
FBgn0036091,4,2,5,11,24,6
FBgn0036093,0,8,2,0,0,1
FBgn0036094,1,0,6,21,0,0
FBgn0036096,1812,2094,1679,2336,2175,2217
FBgn0036099,1201,1563,1031,1232,1371,946
FBgn0036101,82,47,50,60,64,25
FBgn0036102,0,0,0,53,17,0
FBgn0036104,1042,1086,586,855,598,1090
FBgn0036105,213,330,345,231,194,347
FBgn0036106,43,18,0,149,13,126
FBgn0036107,161,442,286,386,215,268
FBgn0036108,0,0,0,0,0,0
FBgn0036109,0,0,0,0,0,0
FBgn0036110,0,0,0,0,1,0
FBgn0036111,7275,8300,5565,7211,7075,7694
FBgn0036112,0,23,0,40,0,1
FBgn0036116,127,23,15,2,0,11
FBgn0036117,0,8,44,123,0,1
FBgn0036118,261,575,460,371,284,363
FBgn0036121,861,1369,1070,1274,750,1564
FBgn0036124,159,141,243,108,221,98
FBgn0036125,56,52,0,1,15,60
FBgn0036126,177,207,193,289,194,238
FBgn0036128,0,0,0,0,0,0
FBgn0036131,0,0,4,0,0,0
FBgn0036133,5013,5571,4281,10112,6427,9500
FBgn0036134,539,425,321,439,336,356
FBgn0036135,2749,3930,2624,3552,2937,3896
FBgn0036136,3307,4738,3518,4869,4073,4614
FBgn0036138,2,5,1,0,0,0
FBgn0036139,0,0,0,0,99,1
FBgn0036141,3750,3358,2314,4075,2530,3556
FBgn0036142,307,1038,523,689,404,699
FBgn0036143,0,2,0,9,2,1
FBgn0036144,213,124,265,396,275,545
FBgn0036145,154,325,305,173,188,274
FBgn0036146,488,1030,666,615,340,605
FBgn0036147,1230,1796,860,1945,1616,1409
FBgn0036150,310,545,650,930,243,932
FBgn0036152,9,94,1,52,1,226
FBgn0036153,0,3,0,0,0,3
FBgn0036154,0,0,23,4,31,1
FBgn0036155,547,991,489,1249,862,785
FBgn0036156,0,0,0,0,1,11
FBgn0036157,0,0,0,0,0,3
FBgn0036158,0,0,0,0,0,0
FBgn0036159,0,0,0,0,0,0
FBgn0036160,2,4,0,0,2,0
FBgn0036161,2,0,0,0,1,2
FBgn0036162,0,0,0,0,1,0
FBgn0036165,12504,12861,9543,11246,10426,10883
FBgn0036168,2,11,4,3,1,15
FBgn0036169,0,0,0,0,0,0
FBgn0036170,0,0,0,0,0,0
FBgn0036173,486,703,700,839,618,776
FBgn0036176,0,0,0,1,0,0
FBgn0036177,0,0,0,0,0,0
FBgn0036178,0,0,0,0,1,0
FBgn0036179,660,624,485,1223,816,1689
FBgn0036180,1247,1433,1270,2291,982,1018
FBgn0036181,44,2,0,85,27,15
FBgn0036183,13,103,61,47,55,81
FBgn0036184,1020,1135,1024,805,796,983
FBgn0036186,15,62,2,8,2,3
FBgn0036187,522,459,276,432,199,132
FBgn0036188,1223,1754,1180,1467,1233,1393
FBgn0036191,371,280,161,605,356,520
FBgn0036192,113,103,107,115,47,53
FBgn0036193,341,636,464,614,341,397
FBgn0036194,1779,2033,1477,1763,2380,2641
FBgn0036195,0,51,3,0,2,1
FBgn0036196,957,887,712,839,607,1241
FBgn0036198,446,609,521,608,474,559
FBgn0036199,471,917,549,718,463,512
FBgn0036202,7291,8331,5100,8480,6081,8335
FBgn0036203,2,106,37,7,4,5
FBgn0036204,0,0,0,0,0,0
FBgn0036205,1,0,1,0,0,1
FBgn0036206,0,0,81,0,68,26
FBgn0036207,857,839,644,911,528,1184
FBgn0036208,55,17,26,32,57,156
FBgn0036210,152,191,71,136,103,246
FBgn0036211,6461,9059,6686,13271,9801,12420
FBgn0036212,1863,2549,1550,2669,2316,3205
FBgn0036213,11496,15647,13091,17887,14752,18044
FBgn0036214,0,0,0,35,5,5
FBgn0036217,12,0,0,0,1,1
FBgn0036218,5,4,1,9,2,4
FBgn0036219,0,3,0,95,23,0
FBgn0036220,1,0,0,0,1,6
FBgn0036221,1,0,0,0,0,0
FBgn0036222,1,3,0,58,30,3
FBgn0036224,0,0,1,0,1,0
FBgn0036225,0,0,1,0,2,0
FBgn0036226,0,2,0,2,0,0
FBgn0036227,0,0,0,0,0,1
FBgn0036228,0,0,0,0,0,0
FBgn0036229,2,3,7,0,5,8
FBgn0036230,145,41,40,0,1,0
FBgn0036232,0,0,0,0,0,1
FBgn0036235,0,6,42,2,0,1
FBgn0036236,1,1,0,7,2,3
FBgn0036237,2610,3568,2463,3048,2852,3050
FBgn0036239,5989,5964,3946,4942,5692,5592
FBgn0036240,968,699,437,941,519,680
FBgn0036242,0,0,0,0,0,0
FBgn0036246,0,0,0,0,0,0
FBgn0036248,531,796,651,1199,892,958
FBgn0036249,364,485,225,207,363,467
FBgn0036250,0,0,23,1,0,0
FBgn0036254,72,39,139,59,51,35
FBgn0036255,286,307,315,452,301,512
FBgn0036257,3662,4249,2194,4250,4271,3924
FBgn0036258,6308,8921,6155,7263,6385,8492
FBgn0036259,732,1293,829,926,1436,1231
FBgn0036260,235,467,284,291,220,335
FBgn0036262,0,0,0,0,0,0
FBgn0036263,2089,2623,2333,2928,2276,2795
FBgn0036264,0,1,0,0,4,3
FBgn0036266,1136,1127,697,1133,1582,1268
FBgn0036271,1631,2586,2030,2029,2283,2934
FBgn0036272,8581,9036,5932,8697,5949,8849
FBgn0036273,684,882,502,885,719,1777
FBgn0036274,127,312,133,441,103,408
FBgn0036277,813,1249,1012,1857,1261,1952
FBgn0036278,211,222,78,241,226,160
FBgn0036279,577,680,408,235,12,9
FBgn0036282,0,0,0,228,3,10
FBgn0036285,0,0,0,63,2,4
FBgn0036286,1056,1318,1000,1247,1109,1043
FBgn0036287,11,1,2,9,27,18
FBgn0036288,98,10,124,94,107,59
FBgn0036289,0,0,0,0,0,0
FBgn0036290,1631,2656,2062,2723,1979,2250
FBgn0036291,370,735,470,651,348,848
FBgn0036292,1494,1480,1217,2076,844,1934
FBgn0036294,3579,4585,2524,3671,3820,5003
FBgn0036298,2760,3677,2718,2810,3284,3621
FBgn0036299,310,548,142,217,461,272
FBgn0036300,635,1065,886,838,876,847
FBgn0036301,428,92,138,170,222,251
FBgn0036302,735,748,551,600,802,724
FBgn0036305,9533,8237,6162,8698,10061,12086
FBgn0036306,431,434,220,293,237,318
FBgn0036309,335,393,325,77,91,212
FBgn0036310,0,2,7,8,22,2
FBgn0036311,0,13,0,4,2,1
FBgn0036314,2769,5924,4062,5919,4944,6220
FBgn0036316,3111,3641,3307,5770,5686,5878
FBgn0036317,9347,11758,7139,15922,10926,15110
FBgn0036318,1922,3535,1786,2849,3257,3698
FBgn0036319,5639,4081,3652,4646,4729,3634
FBgn0036320,0,0,0,10,0,11
FBgn0036321,0,2,0,2,2,6
FBgn0036323,8,1,0,0,2,0
FBgn0036324,0,0,0,0,0,0
FBgn0036325,0,0,0,0,0,0
FBgn0036327,0,1,1,0,0,1
FBgn0036328,0,0,0,0,0,0
FBgn0036329,1,3,0,3,0,0
FBgn0036330,32,0,0,13,0,1
FBgn0036331,2,0,1,2,0,2
FBgn0036332,4,1,0,57,3,4
FBgn0036333,345,302,473,774,977,439
FBgn0036334,8214,11025,9399,13400,7822,11964
FBgn0036335,1073,1516,1339,1611,1380,1872
FBgn0036336,625,955,705,785,716,942
FBgn0036337,1860,1964,1165,2643,2136,2904
FBgn0036340,1108,880,804,1371,1051,1259
FBgn0036341,1607,3211,2218,4950,2616,4241
FBgn0036342,182,203,268,272,200,185
FBgn0036343,0,0,6,0,1,0
FBgn0036345,0,0,0,0,0,0
FBgn0036346,5,0,0,1,0,0
FBgn0036348,0,2,3,1,2,0
FBgn0036349,0,0,0,0,0,0
FBgn0036350,2,0,0,0,0,0
FBgn0036351,0,26,0,0,0,0
FBgn0036352,3,8,9,0,5,9
FBgn0036353,537,839,713,776,707,874
FBgn0036354,0,1,0,0,3,47
FBgn0036356,209,181,48,279,186,115
FBgn0036359,0,5,0,0,0,11
FBgn0036360,249,131,239,552,272,125
FBgn0036361,0,0,0,0,0,0
FBgn0036362,0,0,0,0,0,0
FBgn0036363,0,0,0,0,0,1
FBgn0036364,0,17,0,3,4,33
FBgn0036365,6310,6855,3192,7873,6535,5569
FBgn0036366,535,889,393,893,206,490
FBgn0036367,7,3,0,1,2,2
FBgn0036368,1548,1952,1574,1856,3932,3950
FBgn0036369,843,287,1432,1131,1736,2444
FBgn0036372,3704,3709,2777,6774,4710,4434
FBgn0036373,89,281,162,636,76,298
FBgn0036374,1596,2019,742,1276,2881,2028
FBgn0036376,1156,1590,1128,883,1171,1311
FBgn0036377,390,565,209,1289,423,656
FBgn0036380,39,14,46,87,31,170
FBgn0036381,2422,3537,1809,985,2266,981
FBgn0036382,153,249,286,573,215,343
FBgn0036386,209,207,491,59,256,208
FBgn0036389,0,0,0,0,0,0
FBgn0036390,2,0,2,0,3,0
FBgn0036391,859,902,790,1153,574,800
FBgn0036393,0,0,0,0,0,15
FBgn0036394,0,0,0,0,0,0
FBgn0036395,144,367,287,347,168,307
FBgn0036396,423,519,206,316,186,394
FBgn0036397,715,942,508,732,635,889
FBgn0036398,8099,13480,7265,13398,13167,11488
FBgn0036402,10351,14572,10016,12526,17423,16887
FBgn0036403,0,0,0,0,0,0
FBgn0036405,1463,2070,1051,1361,1038,1219
FBgn0036406,224,202,261,440,396,368
FBgn0036410,0,0,2,20,0,1
FBgn0036411,0,0,0,2,0,35
FBgn0036414,0,0,0,0,3,0
FBgn0036415,0,0,40,0,18,35
FBgn0036416,0,13,0,14,1,2
FBgn0036417,0,72,0,0,24,0
FBgn0036419,1,0,2,1,0,0
FBgn0036421,0,0,0,0,65,26
FBgn0036422,0,2,2,13,0,0
FBgn0036423,512,684,441,788,710,789
FBgn0036426,0,0,0,0,0,0
FBgn0036427,0,0,0,0,1,0
FBgn0036428,3,59,17,4,14,28
FBgn0036433,568,408,528,323,293,848
FBgn0036436,63,30,50,79,118,176
FBgn0036437,0,0,0,0,0,0
FBgn0036438,0,0,0,0,0,0
FBgn0036439,0,0,0,0,0,0
FBgn0036440,2,0,6,2,0,22
FBgn0036441,0,0,3,0,0,1
FBgn0036442,0,0,0,0,0,0
FBgn0036443,0,0,0,0,0,0
FBgn0036446,1054,1370,1197,3418,2083,1893
FBgn0036447,26,62,24,37,0,12
FBgn0036448,11455,15402,10163,16630,13109,13171
FBgn0036449,2682,3679,1905,3238,2908,3852
FBgn0036450,990,1274,629,1463,1905,1855
FBgn0036451,8489,7161,5962,12867,12444,13336
FBgn0036454,903,1609,1247,2051,1453,2272
FBgn0036459,0,50,0,2,0,0
FBgn0036460,525,801,632,1344,1005,992
FBgn0036461,5,19,5,1,29,8
FBgn0036462,1799,2199,1567,1637,1873,2401
FBgn0036463,24,40,9,25,20,97
FBgn0036465,0,0,0,0,2,3
FBgn0036466,0,0,0,0,0,4
FBgn0036467,0,0,0,0,0,0
FBgn0036468,0,0,0,0,0,0
FBgn0036469,0,0,0,0,11,4
FBgn0036470,0,0,0,0,0,0
FBgn0036471,0,3,0,21,1,0
FBgn0036474,15,0,1,0,0,5
FBgn0036476,299,181,167,112,147,188
FBgn0036479,4,7,0,0,0,2
FBgn0036480,223,335,184,133,155,135
FBgn0036481,20,0,1,0,5,137
FBgn0036482,6,21,1,9,0,3
FBgn0036483,1969,1333,1356,997,1200,982
FBgn0036484,1865,2276,1470,1350,1614,3448
FBgn0036485,3598,5533,2804,6529,6384,5924
FBgn0036486,129,141,45,178,53,56
FBgn0036487,1315,1457,1304,1293,1380,1492
FBgn0036488,1390,2545,2211,2978,1947,2268
FBgn0036489,1513,2374,1640,1544,1384,1926
FBgn0036490,0,3,0,0,0,0
FBgn0036491,5,0,0,0,0,0
FBgn0036492,0,2,0,0,0,5
FBgn0036493,0,2,0,27,1,0
FBgn0036494,9834,8538,6935,12691,11278,10418
FBgn0036495,0,0,0,0,0,0
FBgn0036496,38,71,163,2,1,1
FBgn0036497,0,0,0,176,0,2
FBgn0036498,0,0,0,4,0,6
FBgn0036499,0,0,0,0,0,1
FBgn0036500,1196,1753,1250,2254,1026,2355
FBgn0036501,38,144,219,182,130,159
FBgn0036502,763,1270,897,1547,883,1308
FBgn0036503,0,0,0,2,0,0
FBgn0036504,0,0,3,0,0,3
FBgn0036505,3648,4598,3543,4264,3154,3502
FBgn0036509,3230,3681,2012,2875,2295,3439
FBgn0036510,2208,2549,1990,1913,1396,2087
FBgn0036512,1786,2316,1521,2239,2031,2291
FBgn0036514,208,167,69,131,276,137
FBgn0036515,1535,2321,1791,3005,2354,3070
FBgn0036516,3175,4542,3159,3110,2843,2832
FBgn0036518,917,1328,833,1330,736,966
FBgn0036519,2805,4510,3279,6651,5530,4696
FBgn0036520,0,0,0,6,0,3
FBgn0036522,32,38,33,4,84,187
FBgn0036527,0,0,0,8,0,0
FBgn0036528,0,0,0,0,0,0
FBgn0036529,0,1,0,2,0,2
FBgn0036531,0,0,0,0,0,0
FBgn0036532,0,0,0,0,0,8
FBgn0036534,2173,2435,1577,2010,1279,2020
FBgn0036536,4,65,43,54,43,23
FBgn0036537,1495,2136,1352,1767,1269,2171
FBgn0036538,1425,2148,1557,1725,907,2233
FBgn0036544,1016,1730,1007,1933,746,1181
FBgn0036545,792,1480,1081,1033,1037,1645
FBgn0036547,89,127,38,57,28,84
FBgn0036549,759,831,684,869,834,559
FBgn0036550,0,2,0,0,0,0
FBgn0036551,14,22,0,0,59,75
FBgn0036552,0,0,1,0,0,0
FBgn0036553,0,0,0,0,0,0
FBgn0036556,760,789,477,491,459,512
FBgn0036557,874,1341,1090,1390,1374,1281
FBgn0036560,27,74,33,61,1,9
FBgn0036563,0,1,9,0,0,71
FBgn0036565,1,2,4,232,12,2
FBgn0036566,387,336,304,422,421,412
FBgn0036567,0,0,0,3,1,4
FBgn0036568,0,2,14,3,25,48
FBgn0036569,477,508,200,136,698,340
FBgn0036570,1662,3120,2473,1825,2366,2381
FBgn0036571,285,217,540,446,608,802
FBgn0036574,53,24,110,253,307,68
FBgn0036575,1,126,0,33,7,2
FBgn0036576,744,1261,936,1666,885,1324
FBgn0036577,0,9,2,67,0,5
FBgn0036579,11672,12995,7889,10998,9046,12264
FBgn0036580,1009,1389,1139,1441,1063,1498
FBgn0036581,668,1314,1157,1603,1046,1486
FBgn0036583,5214,9043,4537,11501,12456,16550
FBgn0036584,454,1041,935,1667,1021,1451
FBgn0036585,3,0,0,9,0,11
FBgn0036586,1,0,0,2,0,1
FBgn0036587,0,3,0,28,1,0
FBgn0036588,0,0,0,0,1,0
FBgn0036589,12,14,402,42,0,8
FBgn0036590,0,0,0,0,0,18
FBgn0036591,0,0,0,0,0,0
FBgn0036592,0,1,0,0,0,0
FBgn0036593,0,0,0,2,0,5
FBgn0036594,0,0,0,0,0,0
FBgn0036595,0,0,0,0,0,2
FBgn0036596,0,0,0,0,0,0
FBgn0036597,0,7,0,0,0,0
FBgn0036598,0,0,0,0,0,0
FBgn0036599,0,0,0,1,0,0
FBgn0036600,0,0,1,0,0,0
FBgn0036601,0,0,1,0,0,0
FBgn0036602,7,8,15,32,7,0
FBgn0036603,0,109,0,43,11,28
FBgn0036605,1,0,0,0,2,0
FBgn0036606,0,0,0,2,0,0
FBgn0036607,4,0,0,0,0,0
FBgn0036608,0,0,0,0,0,2
FBgn0036609,0,0,0,0,1,1
FBgn0036610,0,0,6,0,0,0
FBgn0036612,4,0,0,1,3,0
FBgn0036614,306,332,124,325,231,151
FBgn0036615,163,374,202,151,146,389
FBgn0036617,76,14,12,475,484,137
FBgn0036618,241,1059,318,29,1,2
FBgn0036619,0,4,131,7,2,0
FBgn0036620,0,0,42,37,11,22
FBgn0036621,946,905,1734,1020,2406,2378
FBgn0036622,5,0,0,0,13,159
FBgn0036623,9871,12425,7997,11573,12963,11380
FBgn0036624,299,1011,603,1735,1255,1060
FBgn0036627,184,24,102,37,43,2
FBgn0036629,491,398,290,276,284,255
FBgn0036638,0,0,0,6,0,32
FBgn0036639,0,0,0,0,0,0
FBgn0036640,0,19,0,67,88,3
FBgn0036641,2738,4938,3932,4667,3940,4853
FBgn0036643,601,616,699,589,433,667
FBgn0036646,265,586,360,380,182,367
FBgn0036648,1909,3040,2228,3385,2675,2919
FBgn0036652,3,42,0,0,7,21
FBgn0036654,0,0,0,0,3,0
FBgn0036655,0,0,0,0,0,0
FBgn0036656,0,0,0,0,0,0
FBgn0036659,0,2,0,1,2,0
FBgn0036660,616,558,610,1023,924,811
FBgn0036661,6493,6991,4707,5719,5724,6070
FBgn0036662,189,104,115,105,171,113
FBgn0036663,12311,9816,8837,9847,12189,12907
FBgn0036665,4,7,1,1,7,4
FBgn0036666,5593,6885,4994,8580,5781,8652
FBgn0036667,865,1480,1265,2173,1551,2044
FBgn0036668,871,902,496,473,1035,770
FBgn0036670,0,16,24,41,44,0
FBgn0036671,950,1239,871,1320,848,876
FBgn0036676,0,0,0,0,1,1
FBgn0036677,400,1332,762,970,2118,2175
FBgn0036678,24,98,76,0,2,13
FBgn0036679,0,0,0,0,5,13
FBgn0036680,191,278,90,834,752,1678
FBgn0036681,0,0,0,0,2,0
FBgn0036684,168,500,173,223,186,198
FBgn0036685,2397,2894,2264,4124,3136,2839
FBgn0036686,64,70,165,162,32,25
FBgn0036687,1,0,47,24,3,3
FBgn0036688,101,226,335,131,219,79
FBgn0036689,1058,899,757,1011,786,865
FBgn0036690,0,0,0,1,4,14
FBgn0036691,1331,1891,875,817,971,1392
FBgn0036695,1173,1359,1346,1711,1213,1422
FBgn0036696,472,746,546,755,560,892
FBgn0036697,4012,5674,2847,6003,5323,6545
FBgn0036698,31,7,2,26,0,185
FBgn0036702,1097,1627,982,1305,1248,1508
FBgn0036703,0,0,0,0,0,0
FBgn0036704,12,136,1,108,1,135
FBgn0036705,0,0,0,17,0,0
FBgn0036706,0,0,0,0,2,0
FBgn0036707,0,3,0,1,22,42
FBgn0036708,3,0,0,0,0,0
FBgn0036709,1,3,0,0,0,2
FBgn0036710,691,894,446,629,869,950
FBgn0036711,0,0,0,0,1,2
FBgn0036712,0,0,0,0,0,1
FBgn0036713,257,1066,404,489,363,121
FBgn0036714,150,480,126,112,148,230
FBgn0036715,1,0,24,17,56,1
FBgn0036716,40,0,0,85,10,60
FBgn0036717,16,271,65,7,32,47
FBgn0036723,84,2,2,4,2,4
FBgn0036725,1001,1055,894,2155,971,1610
FBgn0036726,7285,12137,9371,13539,8554,11614
FBgn0036727,10,14,6,41,53,62
FBgn0036728,15260,27999,23586,34747,19731,27888
FBgn0036729,7,49,2,53,92,46
FBgn0036730,5,62,3,82,60,201
FBgn0036731,0,0,0,2,20,0
FBgn0036732,3022,4684,3266,3941,4604,4362
FBgn0036733,8943,7822,6380,9013,10327,11097
FBgn0036734,2439,2492,1880,2003,1864,2538
FBgn0036735,2068,2160,2619,2798,1208,1208
FBgn0036738,18,1,26,0,0,8
FBgn0036740,4889,6871,5112,7039,6400,7100
FBgn0036741,1124,1315,530,1505,1610,4003
FBgn0036742,53,160,277,33,99,79
FBgn0036745,1448,1619,1371,2697,2009,2486
FBgn0036746,961,1126,1101,1335,1088,938
FBgn0036747,88,38,0,90,6,192
FBgn0036749,2,0,3,5,2,2
FBgn0036750,22,6,0,9,28,17
FBgn0036751,9,1,45,27,0,93
FBgn0036752,2,13,38,282,335,155
FBgn0036754,588,760,310,577,541,451
FBgn0036756,0,0,0,1,7,1
FBgn0036757,0,0,0,3,0,0
FBgn0036759,3,40,156,2,0,91
FBgn0036760,784,1023,719,819,492,1054
FBgn0036761,2081,2784,2134,2098,1445,2068
FBgn0036762,18832,21417,14932,19949,17898,20429
FBgn0036763,978,1169,387,648,655,936
FBgn0036764,378,454,190,118,217,111
FBgn0036765,0,0,0,0,1,0
FBgn0036766,0,0,0,0,0,2
FBgn0036767,2,0,0,0,0,0
FBgn0036768,3,0,0,0,0,0
FBgn0036769,1,0,0,0,1,1
FBgn0036770,87,66,381,396,486,313
FBgn0036771,1198,1469,1205,1181,1266,981
FBgn0036772,297,297,163,261,224,231
FBgn0036773,2263,2782,1263,2653,1679,1966
FBgn0036774,2347,3182,2796,3198,2463,3368
FBgn0036775,1604,2003,2036,1909,1071,2247
FBgn0036777,15,9,1,99,14,8
FBgn0036778,2,1,1,5,0,0
FBgn0036780,10,0,5,0,1,0
FBgn0036781,4,3,2,3,0,2
FBgn0036782,1,0,2,3,0,0
FBgn0036783,0,0,0,0,0,1
FBgn0036784,1,0,0,0,3,0
FBgn0036785,0,0,0,0,0,0
FBgn0036786,97,217,72,80,302,290
FBgn0036787,28,60,0,101,12,0
FBgn0036789,84,185,114,161,107,298
FBgn0036790,338,87,168,82,373,119
FBgn0036791,0,0,0,15,0,0
FBgn0036793,0,0,0,0,0,0
FBgn0036795,0,0,2,0,6,1
FBgn0036796,0,1,0,0,2,14
FBgn0036799,0,0,0,0,0,0
FBgn0036801,598,1015,866,1057,796,810
FBgn0036804,258,413,283,509,254,478
FBgn0036805,4014,6027,5012,6874,4876,5724
FBgn0036806,12,303,0,51,0,4
FBgn0036807,0,0,0,0,0,0
FBgn0036808,0,0,0,1,0,0
FBgn0036809,0,0,0,0,0,4
FBgn0036810,0,1,0,0,0,0
FBgn0036811,920,1235,1111,1332,1065,1687
FBgn0036812,23,28,24,58,40,40
FBgn0036813,5131,8110,6083,7911,7340,9647
FBgn0036814,265,333,294,1019,111,155
FBgn0036815,658,904,753,1060,752,998
FBgn0036816,1374,1725,931,1636,1796,830
FBgn0036817,0,0,0,0,0,0
FBgn0036818,63,44,39,220,75,122
FBgn0036819,13,2,0,1,57,6
FBgn0036820,662,909,731,1225,901,1151
FBgn0036821,701,1125,940,1380,789,957
FBgn0036822,2,0,1,1,0,2
FBgn0036824,163,324,240,265,366,87
FBgn0036825,4156,5841,4695,6634,4700,6072
FBgn0036826,41,17,61,208,87,49
FBgn0036827,790,993,747,1017,917,858
FBgn0036828,236,466,470,393,263,357
FBgn0036829,0,0,1,0,0,0
FBgn0036830,0,0,0,0,0,0
FBgn0036831,0,0,1,0,3,0
FBgn0036832,0,0,0,0,0,0
FBgn0036833,44,0,2,0,1,4
FBgn0036834,0,0,0,24,0,0
FBgn0036835,78,497,151,420,71,328
FBgn0036836,40,43,0,22,40,1
FBgn0036837,178,768,173,238,89,502
FBgn0036838,278,210,189,777,179,416
FBgn0036839,0,0,1,143,0,0
FBgn0036842,948,767,379,849,378,480
FBgn0036843,1803,2480,1374,2357,1766,2531
FBgn0036844,810,1081,2254,3057,1993,2398
FBgn0036846,4231,4859,4391,8695,6492,9291
FBgn0036847,3383,4544,2793,3826,3533,4150
FBgn0036848,1324,1980,1410,1655,2131,1911
FBgn0036849,470,510,441,833,362,203
FBgn0036850,1217,1498,1454,1895,1322,2440
FBgn0036851,16,18,36,31,237,26
FBgn0036853,2269,3056,2653,2768,2228,3516
FBgn0036856,0,0,0,0,0,0
FBgn0036857,555,754,530,389,462,710
FBgn0036858,0,0,0,0,0,2
FBgn0036859,0,2,0,0,1,137
FBgn0036860,129,107,180,44,105,49
FBgn0036861,17,13,0,0,14,0
FBgn0036862,0,6,27,8,0,24
FBgn0036868,3,0,0,1,14,4
FBgn0036870,0,0,0,0,0,0
FBgn0036871,0,0,0,0,0,0
FBgn0036872,2,0,0,0,0,0
FBgn0036873,0,0,0,0,0,0
FBgn0036874,0,2,0,0,3,7
FBgn0036875,27,74,7,0,13,9
FBgn0036876,58,20,170,0,96,2
FBgn0036877,32,87,0,2,18,19
FBgn0036878,0,0,0,0,0,0
FBgn0036879,0,3,0,0,0,4
FBgn0036880,163,0,64,60,0,9
FBgn0036881,70,1,8,11,2,13
FBgn0036882,1336,1095,1152,1863,1071,1308
FBgn0036886,1054,194,807,951,2213,1035
FBgn0036887,1084,1637,1312,1449,971,1611
FBgn0036888,2452,2933,2121,2738,1932,2441
FBgn0036889,2017,2895,2078,2783,1663,1916
FBgn0036890,6816,6662,4906,5526,4484,7441
FBgn0036891,59,4,101,126,6,5
FBgn0036892,845,474,510,395,819,1070
FBgn0036893,6106,9155,6957,9068,6712,9413
FBgn0036895,60,4,74,93,149,9
FBgn0036896,867,1122,2465,2294,2459,1532
FBgn0036897,381,421,276,304,342,35
FBgn0036899,65,233,103,60,91,168
FBgn0036900,437,258,50,421,249,992
FBgn0036905,0,0,0,0,0,0
FBgn0036906,69,78,53,70,60,54
FBgn0036908,984,1389,1280,1685,1501,1114
FBgn0036909,1816,2985,2418,2955,2463,3271
FBgn0036910,59,2,0,59,160,2
FBgn0036911,2883,3221,2700,3590,2738,3418
FBgn0036913,795,370,1177,1786,3213,2350
FBgn0036915,1315,1095,1084,1585,2078,2001
FBgn0036916,70,173,128,320,127,387
FBgn0036918,4066,7092,5569,7181,5434,7657
FBgn0036919,7613,13554,9630,16961,12087,18958
FBgn0036920,2003,3021,2450,3132,2538,3445
FBgn0036921,2982,4250,2616,3286,2103,3190
FBgn0036922,3412,6139,4760,5331,4611,6332
FBgn0036923,4,1,0,3,1,21
FBgn0036924,0,1,0,0,12,0
FBgn0036925,1,0,0,0,2,7
FBgn0036926,8483,12912,8279,13698,7376,13793
FBgn0036927,18289,19739,14188,18129,15901,18576
FBgn0036928,6446,8572,7047,10063,6370,9364
FBgn0036929,160,254,236,165,369,136
FBgn0036931,65,133,43,58,90,90
FBgn0036932,595,781,679,788,669,636
FBgn0036934,1378,1092,778,826,415,830
FBgn0036935,4146,6311,3783,13081,9866,12595
FBgn0036936,0,51,17,122,23,0
FBgn0036937,0,0,1,62,0,4
FBgn0036938,0,14,0,0,0,0
