"","flybase_gene_id","external_gene_name","description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"3929","FBgn0037664","CG8420","",3.39301048333459,0.839954868599723,2.03698959062517,0.0691847362506277,0.318099029279734,-4.10784301648863
"3188","FBgn0002939","ninaD","neither inactivation nor afterpotential D",3.37502626134209,0.868631475107521,2.02466708103625,0.0706211378498743,0.321172773519494,-4.07915258078107
"2598","FBgn0011244","Hsp60B","Heat shock protein 60B",3.36223714950534,1.76890426781829,2.27818739083921,0.0460964526867775,0.265248285523285,-3.77514071435534
"7690","FBgn0031372","CG7295","",3.35736552862585,1.8054329008188,2.89878937893152,0.0159724863014065,0.143399094023092,-3.23068206114022
"2178","FBgn0033794","CG13326","",3.3294570990958,0.304480017361528,1.91212106983875,0.0851063547976285,0.351416541393022,-4.22889235310471
"1877","FBgn0037433","CG17919","",3.316584957097,1.53678698757117,3.71998021421382,0.00402191605797287,0.0648001651928688,-2.80411528616207
"5955","FBgn0033442","CG1690","",3.29442425538291,-1.46374895893476,1.7286198793792,0.114776468652472,0.402894766776394,-4.41761780942196
"3376","FBgn0039479","CG14257","",3.29332487546971,1.5023433616902,2.38489139406649,0.0384498634816356,0.24117750246458,-3.74373627425159
"7052","FBgn0267800","lncRNA:CR46125","long non-coding RNA:CR46125",3.25058534193514,-1.66340187437761,1.10659664860106,0.294548985874404,0.608341112676556,-4.58644701903231
"756","FBgn0050101","Vajk4","",3.23989557544323,-1.67615829357803,1.2735787231922,0.231809089817458,0.54514976798239,-4.54499226686901
"126","FBgn0031488","Ccdc85","",3.22957468213641,-0.636857411851947,1.64103844823104,0.132031018939692,0.428136891328908,-4.41001645277203
"5566","FBgn0030207","CG2887","",3.22703915308053,-1.2906300494287,2.01954705433916,0.0712262292736782,0.322349412906183,-4.32809057228513
"1817","FBgn0033654","Sobp","Sine oculis-binding protein",3.20457064454588,2.71147308050007,3.33232608513028,0.00765794411543069,0.0913284859165369,-2.54060278633164
"1462","FBgn0261799","dsx-c73A","doublesex cognate 73A",3.20444668668156,1.05873660561965,3.22090961220218,0.00923918162802764,0.102592372212842,-3.31184795257434
"4877","FBgn0038510","CG14331","",3.19922023296589,1.46197751708107,3.09374133041971,0.0114597355502563,0.116540404723337,-3.24330585481077
"6385","FBgn0034655","CG10307","",3.19176460181259,0.0756042411032884,2.2819775717715,0.0458010834638705,0.264557416454597,-4.07471442673599
"7143","FBgn0035176","CG13905","",3.18896468192747,-0.946330822350404,1.96083667270244,0.0785237400403502,0.337447007412393,-4.32802919185881
"4387","FBgn0002563","Lsp1beta","Larval serum protein 1 beta",3.15504436205537,-0.682386020529393,1.85694996200329,0.0931815088786376,0.366145692114429,-4.3327713402515
"224","FBgn0003002","opa","odd paired",3.12895877265091,0.570543573094571,1.65556251503682,0.129017291274027,0.42432151408204,-4.34427928286991
"3566","FBgn0004360","Wnt2","Wnt oncogene analog 2",3.12789232789366,4.56469066218381,4.34059227707407,0.00148843115691369,0.0346471354571099,-0.822773532012899
"2071","FBgn0010431","mtrm","matrimony",3.11805215601986,-0.788927534755811,1.67910957335608,0.124262332473718,0.416846719496255,-4.40190279457095
"2714","FBgn0261053","Cad86C","Cadherin 86C",3.11604570274128,1.02579409549769,2.28393439425609,0.0456493085448351,0.264341344829394,-3.89194725379283
"5956","FBgn0052252","asRNA:CR32252","antisense RNA:CR32252",3.10261940704358,-0.804835999220874,1.39943274259144,0.192130793969134,0.505196394894199,-4.49809759282205
"1160","FBgn0030596","CG12398","",3.09018816445371,-0.216758270064463,1.41552684514672,0.18749664390272,0.499314586134934,-4.48187651009027
"6971","FBgn0033481","CG12920","",3.08819836199262,-1.46331668988675,1.68736888589845,0.122632246589296,0.415550692279168,-4.43066874920787
"689","FBgn0265011","Np","Notopleural",3.06816297343928,1.080290970455,2.06154231780896,0.0664048712758863,0.313771608553167,-4.03406914166848
"3207","FBgn0037726","CG9492","",3.06199172720837,-0.514953187195645,1.89766137169532,0.0871573121658294,0.354891790915074,-4.30904312643931
"4325","FBgn0050085","Rif1","Rap1 interacting factor 1",3.05059184382817,-0.906007809758634,1.6750835902309,0.125063971129573,0.418012474140789,-4.41859019525187
"2580","FBgn0038181","CG9297","",3.04505030828217,1.53862347478408,2.96832488697049,0.0141856530530125,0.132458535382505,-3.28358658692731
"8126","FBgn0003328",NA,NA,3.04060489911727,0.195927241181748,1.73012047691077,0.114499498834468,0.40258552927806,-4.32336428615645
"468","FBgn0035295","Cnb","Centrobin",3.03686478130253,-0.498068842536317,1.90013366546944,0.0868034088564352,0.354289450466973,-4.30751785744461
"6661","FBgn0082585","sprt","sprite",3.0227344319799,1.30615877706118,1.91303847666027,0.0849777611835487,0.351416541393022,-4.11662715998669
"4235","FBgn0001263","inaD","inactivation no afterpotential D",3.01674703503374,-0.301168533521528,1.83135685184947,0.0971638240418989,0.371001460107938,-4.3093789276955
"3589","FBgn0033834","CG4744","",3.00417324913712,2.89560444290632,2.53221541434029,0.0299008707976163,0.209996288091694,-3.36866905938799
"1306","FBgn0030251","CG2145","",2.99418581234927,-0.269315540350233,1.79186522228731,0.103617744615013,0.383043883077187,-4.32881989250779
"1625","FBgn0025111","Ant2","Adenine nucleotide translocase 2",2.96790005250247,0.449904725791515,2.28288648688878,0.0457305253818805,0.264438935301135,-3.97321341840849
"6383","FBgn0261561","CG42675","",2.96495013339278,-1.3474886112434,1.33417739020064,0.211927015571349,0.526141055820438,-4.52800442215655
"6824","FBgn0004893","bowl","brother of odd with entrails limited",2.9572105806224,-0.0501604014374232,1.77627952678236,0.106271475130005,0.387931013391048,-4.303455537194
"7920","FBgn0000233","btd","buttonhead",2.95373900152189,0.0796546242642916,1.93155158836052,0.0824212349647327,0.345961836930668,-4.23732704872734
"4223","FBgn0001981","esg","escargot",2.95201896551591,2.99555318697755,4.02422898551029,0.00245523822171135,0.0462331006881511,-1.63281594533089
"2718","FBgn0037801","CG3999","",2.94675122069276,-0.756980487124303,1.38104790851146,0.197543253963511,0.511409236867728,-4.5035519259095
"2869","FBgn0030340","CG15740","",2.93597886081861,-1.13892339435463,1.60296918413845,0.140231098416513,0.443013816104762,-4.44693417661683
"2660","FBgn0051198","CG31198","",2.88077070195786,-0.0160290474035592,1.01850908005196,0.332603392505785,0.642152743472753,-4.63676989646426
"7647","FBgn0036106","CG6409","",2.86741612905714,-0.551004904969903,1.4646792429877,0.173930617301289,0.485916059936024,-4.46926604082619
"3484","FBgn0265929","lncRNA:CR44718","long non-coding RNA:CR44718",2.8634616216245,1.91601099814628,2.19056228208682,0.0534630682243532,0.281967927855912,-3.80227250336172
"2556","FBgn0036730","qjt","quijote",2.86035945951067,0.042013877175398,2.03639457460144,0.0692534549299018,0.318099029279734,-4.18291133565823
"4089","FBgn0017424","asRNA:CR11538","antisense RNA:CR11538",2.8564965177758,-0.569256937281137,1.8669941713027,0.0916603286900434,0.362974901612572,-4.31845866111713
"3874","FBgn0035643","CG13287","",2.85001866840276,0.0947966425080004,1.04424237404055,0.321121949470053,0.631107165461714,-4.63188492741883
"3302","FBgn0030459","CG12723","",2.84144912917861,1.45991721529919,1.99345501857836,0.0743866912448697,0.330143827089345,-4.02993305700157
"1236","FBgn0052548","CG32548","",2.78984345381462,-1.15706404512027,1.26850092775938,0.233542644821739,0.547665500142759,-4.54298810095686
"7926","FBgn0039024","Nepl15","Neprilysin-like 15",2.76740247521912,0.158604020431452,1.45533294978302,0.176443166459123,0.488468040159427,-4.44735892509039
"4226","FBgn0039030","CG6660","",2.76491363819449,0.528177583756575,1.60774695851318,0.13917767298568,0.441706555154457,-4.36195933619486
"2253","FBgn0260753","Pdfr","Pigment-dispersing factor receptor",2.7608755681581,1.21070540573538,1.99263745427135,0.0744878277635321,0.330143827089345,-4.05452473573797
"2303","FBgn0267148","lncRNA:CR45588","long non-coding RNA:CR45588",2.75959426574103,-0.805312250831449,1.64536324897325,0.131127101424107,0.426721343525499,-4.41514318574632
"3478","FBgn0034552","CG17999","",2.73990276440167,-0.183286353528307,1.69044007038179,0.122031044043509,0.413837841067071,-4.36315279732608
"1008","FBgn0267435","chp","chaoptin",2.73667590058768,1.35967010426799,2.3686554531099,0.0395277700199692,0.244218822250483,-3.73699574807289
"7532","FBgn0265499","asRNA:CR44368","antisense RNA:CR44368",2.73616432341668,-0.54527531842071,1.97871076348242,0.076230655513072,0.334251492182984,-4.26525357418302
"3255","FBgn0038565","CG7794","",2.72874036470784,-0.206382571058416,1.37636473536409,0.198942415386721,0.512930601579129,-4.49517391027273
"3701","FBgn0034012","Hr51","Hormone receptor 51",2.70576285258719,0.805899083986486,1.78245138258467,0.10521325090344,0.385954144050701,-4.2437094418079
"2620","FBgn0026755","Ugt37B1","UDP-glycosyltransferase family 37 member B1",2.69823549790534,0.701568305197292,1.66898106381299,0.126287962232204,0.419582610308327,-4.30682363651698
"6795","FBgn0264326","DNApol-epsilon255","DNA polymerase epsilon 255kD subunit",2.68413783327999,0.886394301953761,2.85007552029423,0.0173585528739685,0.151292489019435,-3.52797676843041
"981","FBgn0263453","asRNA:CR43476","antisense RNA:CR43476",2.68138414913464,2.51308985442114,4.62856954976502,0.000955158904479944,0.0271327643960039,-1.36667175838825
"7325","FBgn0030451","CG15717","",2.6488981126541,-0.136979534790644,1.72752228453929,0.114979440343815,0.403065725812767,-4.34060463528532
"3220","FBgn0035598","CG4669","",2.639803852154,-1.47380383439247,1.06937455768097,0.310200156617282,0.620173889762581,-4.59536291312078
"7335","FBgn0038734","CG11453","",2.62795758170572,0.484708813894383,2.03188725361109,0.0697761122207258,0.31916513262402,-4.1030129301493
"498","FBgn0040385","CG12496","",2.62559520081672,-1.77078811078059,0.726719265126513,0.484172947178484,0.753494232043847,-4.66313273954232
"4218","FBgn0034553","CG9993","",2.61525998229523,0.645136179924194,2.33800427711049,0.0416438757587722,0.252094203747996,-3.9031698893029
"1746","FBgn0032006","Pvr","PDGF- and VEGF-receptor related",2.61219701768842,0.371993576774107,2.04467533453435,0.0683028963753491,0.316966898337922,-4.10983656164744
"5611","FBgn0038598","CG7131","",2.6060683800106,3.89063384708364,5.62056425339552,0.000226887795790635,0.0118747580765073,0.460742041050511
"7435","FBgn0033968","hui","hase und igel",2.59996275901614,-0.622401409911019,1.69271726931309,0.121586988039,0.413837841067071,-4.37988639561443
"5931","FBgn0039527","CG5639","",2.59373761231303,-0.509148568463582,0.89527856053686,0.391818125366107,0.687208011981494,-4.66168339720814
"3449","FBgn0037772","Spn85F","Serpin 85F",2.59269380370868,-0.237306244011968,1.36853563163409,0.201300154757481,0.514809639477816,-4.49432276477798
"5162","FBgn0260006","drd","drop dead",2.58943844723413,0.0622629101764823,1.01851505258836,0.332600692550789,0.642152743472753,-4.64061958226955
"6183","FBgn0028538","Sec71","Secretory 71",2.58596697696432,1.46330934841916,1.86372331189702,0.0921531486287224,0.363524926683731,-4.12495776434353
"6675","FBgn0038799","MFS9","Major Facilitator Superfamily Transporter 9",2.58316803453715,-1.52954034090423,1.15189147567639,0.276337467042087,0.591319001740841,-4.57551618325123
"6536","FBgn0050284","CG30284","",2.57347247030742,0.850302203172194,1.99521085653726,0.0741699234184425,0.329791266628432,-4.08477101722529
"6706","FBgn0031081","Nep3","Neprilysin 3",2.56644881737746,6.7250661369422,9.74350432814781,2.12331152494363e-06,0.00124623220003299,5.2496073372629
"4246","FBgn0016984","sktl","skittles",2.5601101803227,-0.360459996245775,1.20514934370817,0.256073361071482,0.57097800189225,-4.56167614213452
"7685","FBgn0028561","sut3","sugar transporter 3",2.54031975747341,-0.280291768175455,1.69553802203619,0.121038962154375,0.412978007898219,-4.36279170381592
"989","FBgn0039109","CG10365","",2.5374219769146,1.37737601811227,2.41968707586989,0.0362359147413068,0.232981620836712,-3.67353875592988
"6598","FBgn0033443","CG1698","",2.53677743558235,0.484105755575453,1.88239937799416,0.0893719486402381,0.358929277603537,-4.19571488081581
"6356","FBgn0263256","CG43394","",2.52997187697888,-0.185424136053605,2.08166300752276,0.064206267890614,0.308826749772029,-4.1696059284887
"5552","FBgn0051029","CG31029","",2.52652427770142,0.825339613230225,2.14124033553208,0.0580960473515892,0.294896897568827,-3.99254303624084
"6884","FBgn0024897","b6","b6",2.49027942483914,0.0242929573336636,1.72491667973851,0.115462585632933,0.403897857022484,-4.31888035966
"1696","FBgn0039093","CG10183","",2.47399683804392,0.289439928046004,1.78995541822216,0.10393962245315,0.38333567221613,-4.26779287869798
"1848","FBgn0036945","Ssk","Snakeskin",2.46795276840267,0.487504530511949,2.42720033244382,0.035774561965764,0.23128212090691,-3.85949976278724
"5091","FBgn0264810","Pburs","Partner of Bursicon",2.46074410669474,-0.44685340384317,1.88810777763533,0.0885375556138328,0.357324702592762,-4.28399438308769
"8108","FBgn0266011","lncRNA:CR44784","long non-coding RNA:CR44784",2.45202027113945,-0.922273947695114,1.43402153942447,0.182289353342188,0.494619030710492,-4.4898777213713
"5263","FBgn0036910","Cyp305a1","Cyp305a1",2.41463076829641,-1.52673130647334,0.911528255092001,0.383606902579247,0.681491981797425,-4.62987959536178
"8128","FBgn0033075",NA,NA,2.40313674531868,1.88493112520668,1.72975229038207,0.114567399850269,0.402618148541438,-4.22919307226504
"4650","FBgn0039027","CG7031","",2.39153500382228,2.103392490759,3.0172349545682,0.0130516308290482,0.127116213922742,-2.93145721602296
"5930","FBgn0263974","qin","qin",2.37518999594155,-0.0859527030163827,1.91053813410809,0.0853286632539167,0.351980735922406,-4.23789623041658
"8129","FBgn0266375",NA,NA,2.37143164535899,-1.0943830132218,1.20620351985524,0.255684593366955,0.57097800189225,-4.56031759562314
"5696","FBgn0034489","ppk6","pickpocket 6",2.3528442440378,-0.565256218187608,1.11424544700003,0.291409774626492,0.605674479897292,-4.58972362791142
"6608","FBgn0003390","shf","shifted",2.34773341222082,0.937009296886343,2.2962847095695,0.0447026118879864,0.261320813859599,-3.85487128214627
"957","FBgn0039494","grass","Gram-positive Specific Serine protease",2.34064291418892,0.00588864758063468,1.77711300732951,0.106127999848756,0.387839284256971,-4.28937126157246
"3156","FBgn0054057","CG34057","",2.33382281398111,-0.364398735016648,1.42218053460827,0.185608806017176,0.497774243599817,-4.47524087422764
"2229","FBgn0005666","bt","bent",2.31912858634772,0.171791358083164,1.59738109962921,0.141472168436793,0.44471695871681,-4.37463275616175
"5508","FBgn0038353","CG5399","",2.31395308728524,0.638199586222449,2.15788707631731,0.056490842014559,0.289809926836164,-3.99484693144631
"2617","FBgn0052703","Erk7","Extracellularly regulated kinase 7",2.3139223401656,0.906901818539592,2.2369991820432,0.0494277843646848,0.271474720710626,-3.90370309502349
"4628","FBgn0039124","tbrd-1","testis-specifically expressed bromodomain containing protein-1",2.30891063849342,1.35590975409112,2.03168918237882,0.0697991655501233,0.31916513262402,-4.00004108138394
"179","FBgn0036680","Cpr73D","Cuticular protein 73D",2.30716541560259,3.70925729611707,4.56712282364935,0.00104895339529109,0.0285405630765128,-0.69395546448884
"244","FBgn0033502","CG12910","",2.30505264651247,1.18406681109026,1.41921118746484,0.18644927779292,0.498882206973606,-4.46854629744993
"6785","FBgn0034095","CG15701","",2.29984127612763,0.713476541796967,1.32078232038115,0.216195270871507,0.530106114494347,-4.51654922618796
"4140","FBgn0027578","Nepl21","Neprilysin-like 21",2.29471183598415,0.429360145465515,1.52984318910755,0.157258351296365,0.467336844256412,-4.39961320823927
"7482","FBgn0026721","fat-spondin","fat-spondin",2.27907096981614,1.42166460524828,2.17786311651293,0.0546207855108945,0.285503181266831,-3.85465664848417
"1461","FBgn0086906","sls","sallimus",2.26610912595467,2.43033317564061,2.90798863519931,0.0157235812090395,0.141667397801181,-2.95024959470386
"7029","FBgn0039641","CG14511","",2.26473321552815,-0.873037572212589,0.959883931966272,0.359897131592498,0.664252628290859,-4.63060428803524
"786","FBgn0267477","asRNA:CR45827","antisense RNA:CR45827",2.25241689026103,-0.272151568689185,1.01247642040182,0.335338888498063,0.644518131609233,-4.63547514570191
"3926","FBgn0030187","Ipod","Interaction partner of Dnmt2",2.25046391252766,2.36273738094803,3.64193194449741,0.00457288091515148,0.0690401679877305,-2.24143781892897
"3490","FBgn0051439","Muc96D","Mucin 96D",2.24667547457647,2.86770834410013,3.12127251880861,0.0109366250105431,0.113610932631647,-2.60751998836501
"4869","FBgn0031168","CG1722","",2.24608110419516,0.237657186634076,2.00514594670719,0.0729545655211133,0.326764765099902,-4.14171175125577
"6568","FBgn0001311","kkv","krotzkopf verkehrt",2.2367757585112,1.74660685587545,1.02717965358096,0.328700983611227,0.639001263753203,-4.7650714321135
"1849","FBgn0035976","PGRP-LC","Peptidoglycan recognition protein LC",2.22545047016866,-0.816556780518106,1.15410504922075,0.27547066672066,0.59100325546832,-4.57608764236811
"5282","FBgn0038732","CG11391","",2.22296818912403,0.832014973941984,1.31273376826351,0.218794133893953,0.532217702251809,-4.52367358403208
"4514","FBgn0036995","atk","artichoke",2.21793823166853,-0.651409256176631,0.971940850648331,0.354154233125518,0.659584164458836,-4.63413945308679
