,NAME,ensembl,htseqout_filter_B24,htseqout_filter_C24,htseqout_filter_D24,htseqout_filter_E24,htseqout_filter_F24,htseqout_filter_G24
854,lark,FBgn0011640,9.62971194,9.619562319,9.628150368,9.722632185,9.88872033,9.834520106
855,Zyx,FBgn0011642,5.988006824,5.812867805,5.802570844,6.291255605,5.341353229,6.174321224
856,Mad,FBgn0011648,3.796479319,3.606142359,3.764743595,3.792796298,4.642150477,4.239067611
857,mas,FBgn0011653,2.98003683,-0.885364356,0.460065046,-0.678117084,4.303500759,3.960277212
858,Med,FBgn0011655,5.99530036,5.478269079,5.637083583,5.379935104,5.486159917,5.869312406
859,Mef2,FBgn0011656,3.739709524,3.382756081,3.920725202,2.402315104,2.267476767,3.820072184
860,Mlh1,FBgn0011659,1.37858016,0.762570089,1.405464633,0.78524619,2.383846468,0.300900863
861,Pms2,FBgn0011660,2.683608168,2.227439151,2.868883929,1.847481301,2.63150305,1.972529053
862,Moe,FBgn0011661,7.319774778,7.38002274,7.163125517,7.227608612,7.298271961,7.325013498
863,msi,FBgn0011666,7.364269194,7.067047585,7.368156723,7.613974523,7.952021478,7.815131756
864,Mvl,FBgn0011672,4.164609277,3.447527721,4.02667405,3.730101261,4.95279806,3.607965642
865,Nos,FBgn0011676,3.917442799,2.77067915,3.210222598,4.084669611,4.647980727,3.710438978
866,repo,FBgn0011701,0.80098932,1.621555639,-0.155102255,-0.449804637,1.354204174,0.713598522
867,RnrL,FBgn0011703,-0.06498822,0.380802036,-1.731446717,1.88981429,-1.451155987,0.235747422
868,rost,FBgn0011705,2.691612253,2.444596724,2.366277506,1.14117993,0.273045616,3.034691767
869,rpr,FBgn0011706,0.709349738,1.723542612,2.420903596,2.111717141,2.365091738,2.069199962
870,Syx5,FBgn0011708,7.928876856,8.153780444,7.507820508,7.822992477,7.855174268,7.773056839
871,1-Sep,FBgn0011710,8.758988659,8.329715681,8.376029221,8.140807031,8.093503113,8.411991966
872,Snr1,FBgn0011715,7.034475611,7.089605596,7.303482398,6.922940821,7.229948734,7.546241506
873,twin,FBgn0011725,6.290345229,5.381155129,5.473571138,5.637649209,5.859693285,5.95340351
874,tsr,FBgn0011726,10.37556142,10.62569272,10.7134517,10.76324167,10.49328283,10.6486868
875,Wee1,FBgn0011737,6.077010322,6.154442877,5.29937071,5.755374357,6.638956956,6.442301063
876,wts,FBgn0011739,3.36244646,3.909111134,3.423219576,2.357767564,1.276044024,2.142127849
877,alpha-Man-IIa,FBgn0011740,6.540170486,6.186049836,6.039209824,6.927710771,7.405984648,7.215748834
878,Arp6,FBgn0011741,6.039088206,6.474519305,6.461525572,6.273378905,6.717759151,6.375343575
879,Arp2,FBgn0011742,5.21303456,4.843781401,5.092822847,5.510305389,5.057260598,5.050311688
880,Arp1,FBgn0011745,7.206333476,7.187663978,7.326914596,7.098470533,7.409993051,7.352165009
881,ana,FBgn0011746,5.153430833,5.223637949,5.119491795,4.559757564,4.423922878,4.556711471
882,Ank,FBgn0011747,5.259544252,5.199504973,4.980925572,4.895929002,4.085964059,4.3238029
883,PhKgamma,FBgn0011754,7.648545762,7.404220611,7.279663323,7.196852631,7.320041494,7.390087362
884,ctp,FBgn0011760,9.940246334,9.78957795,9.828216608,8.844648901,8.781630567,8.835778498
885,Dp,FBgn0011763,5.14033181,4.820953791,4.64464036,4.902405302,5.080440392,4.934468666
886,E2f1,FBgn0011766,7.476233417,7.362839455,7.31000951,8.079545375,8.179207131,7.928029456
887,Fdh,FBgn0011768,6.110233687,6.169768414,6.094027209,5.79837303,6.288305508,6.292667134
888,Fdx1,FBgn0011769,2.966906128,3.40211028,3.323518598,3.401113636,3.356330609,3.339962554
889,Gip,FBgn0011770,5.519941155,6.196618205,5.395250423,5.914420234,5.582665607,5.992139367
890,Hem,FBgn0011771,6.780049063,6.213149062,6.010999739,6.3064739,6.682214363,6.562169509
891,Irbp,FBgn0011774,2.458196439,2.933828464,3.270959335,3.205501266,3.919203447,3.351541427
892,BRWD3,FBgn0011785,7.657001712,7.293279792,6.894919863,8.220456707,7.774413998,8.147465942
893,mRpL12,FBgn0011787,6.190091489,6.437480148,6.745089625,6.438001701,6.574601513,6.656983187
894,Gem3,FBgn0011802,1.848366706,0.441924029,1.750749485,0.829417021,-0.376714455,0.737330092
895,nmo,FBgn0011817,8.052894907,8.02549902,7.958718528,8.525876938,8.401842761,8.453663052
896,oaf,FBgn0011818,5.042022224,4.370597002,4.855653747,6.20429632,4.790087463,5.846989624
897,Pp2B-14D,FBgn0011826,6.881936825,5.994697307,6.132997414,6.948200233,6.890819599,6.573749864
898,Pxn,FBgn0011828,12.30867631,12.18353114,12.23115114,11.9344,12.43058884,12.12569377
899,Ret,FBgn0011829,2.999511485,1.329740247,4.186557356,1.44075599,3.158147403,3.320455497
900,Taf2,FBgn0011836,4.480922217,3.277702442,2.829042823,3.694719698,3.474781113,3.701418226
901,Tis11,FBgn0011837,1.070199589,2.63983966,2.504218651,2.452606205,2.107428869,0.914315759
902,AcCoAS,FBgn0012034,8.672535299,8.688188968,8.480503707,9.908081121,9.928135218,9.722170679
903,Aldh,FBgn0012036,3.984131074,3.82843267,2.83709955,4.177305047,1.779425064,-0.429843645
904,CalpA,FBgn0012051,6.0670461,5.922145841,5.726542347,5.649247564,5.477454869,5.842209756
905,Cdc27,FBgn0012058,5.600795029,5.319381972,5.511821956,5.647706494,5.579618411,5.833290623
906,Dh44,FBgn0012344,2.448782121,2.874095425,-0.690808528,2.580883111,0.312736216,2.582949322
907,FK506-bp1,FBgn0013269,7.192298498,7.354667227,7.318306963,7.189722104,7.188546268,7.542036801
908,Hsp70Aa,FBgn0013275,2.557891434,1.711181608,1.817423469,2.438415312,2.500147027,2.253295064
909,Hsp70Ab,FBgn0013276,4.772633406,4.184174155,4.008953244,4.976707712,4.647980727,4.823826737
910,Hsp70Ba,FBgn0013277,2.121520229,1.686137261,1.195901567,2.350207382,1.927384364,2.106124667
911,Hsp70Bb,FBgn0013278,4.916170488,4.85926845,4.65607101,5.367818035,5.568389971,5.566437591
912,Hsp70Bc,FBgn0013279,2.299657234,2.071780278,2.18877162,2.52153945,2.084682073,2.563167423
913,Nca,FBgn0013303,6.722127584,6.722142639,6.804335062,6.86111545,6.424742436,6.466463674
914,Nmda1,FBgn0013305,7.5903345,7.823378696,7.520070588,7.11835723,7.34776996,7.350482928
915,Odc1,FBgn0013307,1.398277223,1.313477783,-1.935916106,-1.026121384,0.0088101,0.850463248
916,RpL11,FBgn0013325,7.231943637,7.588043788,7.644648036,8.124695564,7.798203027,7.671242331
917,Sap47,FBgn0013334,8.187398874,8.2867588,8.081851845,8.041470184,8.412442592,8.30638143
918,nSyb,FBgn0013342,10.51458944,10.56417384,10.39846134,10.41216924,10.41085213,10.27230225
919,Syx1A,FBgn0013343,8.522857719,8.530263481,8.737079038,8.798347011,8.377631402,8.745501975
920,TfIIA-S,FBgn0013347,6.956904521,7.222102643,7.307112217,7.155701199,6.924835055,7.098385029
921,bcn92,FBgn0013432,5.533364321,5.771796334,5.734112344,5.437256399,5.517282581,5.544746204
922,beat-Ia,FBgn0013433,5.789750237,6.099780301,6.532083412,6.545765915,6.489491549,6.652309595
923,Cdc2rk,FBgn0013435,4.476296303,4.424592475,4.112153073,3.966024177,4.225067347,3.67093506
924,igl,FBgn0013467,8.656395392,8.391783489,8.173986637,7.161382356,6.857241497,6.930008814
925,klu,FBgn0013469,0.914768725,1.961301232,2.861003241,1.069325347,3.062439461,1.900786116
926,MED20,FBgn0013531,5.080630422,5.185052489,5.325377176,5.262006072,5.326888197,5.175023902
927,l(2)dtl,FBgn0013548,3.209186758,0.215607051,0.69097252,1.14117993,0.596173822,-4.002720471
928,Pex1,FBgn0013563,1.774927751,1.634705313,0.02496144,1.781557497,0.146968899,1.858129253
929,mtd,FBgn0013576,7.340285498,7.33717742,7.25017435,7.331807413,7.336381428,6.878247899
930,mt:ATPase6,FBgn0013672,7.512833534,7.788137043,7.875598753,7.820087891,6.091285428,7.971357395
931,mt:ATPase8,FBgn0013673,1.729000259,2.20997439,2.226063042,2.52153945,1.645954032,2.39431561
932,mt:CoI,FBgn0013674,9.463490385,9.444527044,9.306232568,8.920790336,7.42958766,9.157100274
933,mt:CoII,FBgn0013675,9.043471279,9.33480989,9.503737426,9.555645225,8.520999616,9.559256967
934,mt:CoIII,FBgn0013676,9.254387864,9.234258678,9.417458222,8.901118189,7.582779124,8.986421551
935,mt:Cyt-b,FBgn0013678,7.152258256,7.238883976,7.249042548,7.033575021,5.390868365,7.282043354
936,mt:ND1,FBgn0013679,1.511125598,1.783807212,1.626098623,1.639920519,0.596173822,1.836318334
937,mt:ND5,FBgn0013684,1.11849894,1.553947017,1.549714992,2.111717141,1.193405659,2.106124667
938,mt:lrRNA,FBgn0013686,4.144340081,4.338810159,4.474304344,4.867082756,4.039407469,4.804298395
939,mt:srRNA,FBgn0013688,1.774927751,1.875282126,1.833621392,1.35269551,0.056348366,2.106124667
940,not,FBgn0013717,7.991610403,7.656125449,7.437692462,7.384340564,7.615629757,7.612904345
941,nuf,FBgn0013718,4.904165757,4.943579944,5.286189538,4.701674877,5.337750545,4.749920482
942,pck,FBgn0013720,5.315001505,5.413940371,5.325377176,5.320241743,4.182853334,4.673561163
943,phyl,FBgn0013725,6.614150419,6.655563943,6.541358968,7.192367151,7.325811856,7.211519056
944,pnut,FBgn0013726,8.960507443,8.946860939,8.493305604,8.143133114,8.360127663,8.491659119
945,sced,FBgn0013732,7.412586694,6.859393643,6.749898492,6.895609099,6.145182337,6.36633498
946,shot,FBgn0013733,8.610693713,8.391420386,8.240228015,8.895123265,9.121460839,8.886572487
947,alien,FBgn0013746,7.127394591,7.47903426,7.261069563,7.432792596,6.939567325,6.819705694
948,Arf102F,FBgn0013749,6.905355282,7.106516843,7.335115664,7.2620097,6.666024739,7.104670926
949,Arf51F,FBgn0013750,7.203187489,6.996221887,7.329058504,6.811395411,6.678421352,6.753968603
950,Bgb,FBgn0013753,7.406520793,7.198497337,7.504662635,7.546318398,7.692864109,7.356002416
951,Mtor,FBgn0013756,6.221527874,5.947396142,6.128080716,6.039559708,6.510444526,5.934280279
952,CASK,FBgn0013759,8.833788016,8.604510236,8.370488757,8.715723106,9.077584591,8.66620012
953,Cdk5,FBgn0013762,6.213906446,6.336979859,6.114887009,6.244613157,5.938715692,6.320428393
954,CG5210,FBgn0013763,1.848366706,3.359183015,2.960239859,0.6926279,0.496295361,1.71008163
955,Chi,FBgn0013764,8.148856574,7.98243131,8.147910349,7.367821406,7.844635679,7.618106645
956,cnn,FBgn0013765,4.417184957,4.7502203,4.64004262,4.912707288,5.05579942,5.017978849
957,Crz,FBgn0013767,-1.1343078,6.208759321,1.037109421,-1.026121384,6.191826323,-0.058999751
958,Cp1,FBgn0013770,7.2933907,7.243451414,7.390569617,7.08401463,7.309044477,7.180476584
959,Deaf1,FBgn0013799,6.604114221,6.500341344,6.109908095,6.526189973,6.72742826,6.857418246
960,Dhc62B,FBgn0013811,3.192361828,-1.320206225,-1.731446717,4.002653397,4.263551702,4.360559301
961,Dhc93AB,FBgn0013812,0.43202328,0.180170519,-2.174226554,1.803868487,-0.654333047,1.296217381
962,Dhc98D,FBgn0013813,0.887154014,2.352091572,3.70436513,2.790922529,2.79456663,1.900786116
963,FK506-bp2,FBgn0013954,10.05811681,10.26678375,10.53233487,10.500729,10.29583873,10.3825806
964,Gycalpha99B,FBgn0013972,7.906270122,7.83730889,7.843713695,7.72865735,7.789657725,7.79318665
965,Gycbeta100B,FBgn0013973,5.421107319,5.862615592,5.762944404,6.140531154,6.18315285,6.273520227
966,His4r,FBgn0013981,10.59433531,10.95510212,11.24539319,10.9918621,10.59383502,10.9448672
967,imd,FBgn0013983,4.815383312,4.537415319,5.236801315,4.164430051,4.598659816,5.211487498
968,MAPk-Ak2,FBgn0013987,7.005471709,6.812428783,6.822202636,7.383183414,8.007306491,7.366027316
969,Calx,FBgn0013995,6.050025192,5.756839902,5.700282308,5.402041168,5.803339211,5.674104132
970,Nrx-IV,FBgn0013997,9.651995886,9.418568126,9.238084034,8.946635539,9.345338534,9.256808712
971,Pdi,FBgn0014002,8.458642915,8.467917185,8.382581007,8.598669404,8.822589108,8.839380886
972,Ask1,FBgn0014006,4.924684547,3.862365754,4.685373665,4.745559026,5.058720298,4.70549417
973,Ptp69D,FBgn0014007,6.694014994,6.940061299,6.815082139,7.441490504,7.23609014,7.282043354
974,Rab2,FBgn0014009,8.892474897,8.829537592,8.924795175,8.504857464,8.580132344,8.646262051
975,Rab5,FBgn0014010,8.639426465,8.647716508,8.824648187,8.555559377,8.610681078,8.602413485
976,Rac2,FBgn0014011,2.504368007,2.137921074,1.269190737,2.779709607,2.184331747,1.558469726
977,Rel,FBgn0014018,4.060289576,3.011491018,2.845111534,2.587328659,3.351574742,2.40176012
978,Rho1,FBgn0014020,8.992142617,9.005849466,8.911026368,8.536845412,8.493335205,8.52410411
979,Rlb1,FBgn0014022,3.656280949,4.362715708,4.058033099,3.956097255,4.305961224,4.069478572
980,mRpL47,FBgn0014023,5.258197506,5.251647845,5.395250423,5.281017766,5.353297612,5.525281977
981,Rnp4F,FBgn0014024,5.19202907,5.126913449,5.034459521,4.955688129,4.734547606,4.153459898
982,RpL7A,FBgn0014026,8.522156582,8.744999074,8.780418541,8.757760409,8.790662688,8.835692617
983,SdhB,FBgn0014028,8.111122447,7.979696408,7.94433916,8.218511645,8.161823732,8.293932837
984,2-Sep,FBgn0014029,9.10066454,8.948918673,9.075101278,8.591773635,8.917959864,8.966243989
985,Spat,FBgn0014031,-1.52149435,1.807225414,0.580133536,1.970926632,1.645954032,0.639967641
986,Sptr,FBgn0014032,5.664197772,5.502680529,5.872834401,5.685747862,5.500194543,5.588623305
987,Su(Tpl),FBgn0014037,5.751974897,6.046043872,5.965786577,6.541623009,6.20440987,6.789873632
988,Ugt,FBgn0014075,8.053089072,8.26221167,8.410351989,7.96464347,8.568395636,8.007334791
989,CG4278,FBgn0014092,4.949929337,5.078413505,4.99179246,5.273043357,5.061635273,4.943423228
990,barr,FBgn0014127,2.813983287,3.568949955,2.057008429,3.547130351,2.374499579,3.588526105
991,bif,FBgn0014133,5.751974897,5.223637949,5.482587467,5.136871486,5.068897049,4.688855538
992,bnl,FBgn0014135,1.317822127,3.256592388,3.454978742,2.350207382,1.498864281,3.748889966
993,cher,FBgn0014141,1.862616322,1.540036605,1.170620465,-1.283993099,1.428346616,-2.333703317
994,fax,FBgn0014163,11.09990739,11.12005409,11.1320104,10.96060922,10.88487196,10.9611969
995,gcm,FBgn0014179,0.136092221,1.497482056,-4.002720471,1.900206255,3.632088227,-3.480668979
996,Oda,FBgn0014184,9.229262435,9.207212949,9.259318469,9.11634007,9.054084085,8.854379539
997,Hel25E,FBgn0014189,9.341221064,9.349776316,9.236466883,9.011878027,9.389291187,9.327038307
998,prod,FBgn0014269,5.678364323,5.654036715,4.896705054,5.227346988,5.52469542,5.384903788
999,mof,FBgn0014340,3.96444626,3.58258566,3.340621284,4.12066414,4.015553374,3.842128225
1000,mia,FBgn0014342,0.941864773,1.483013624,0.580133536,6.62E-05,-2.612658722,-0.232538709
1001,mirr,FBgn0014343,8.610561794,8.53037342,8.612655517,8.662919687,8.602197438,8.610567856
1002,noi,FBgn0014366,6.816190779,6.56487739,6.10741218,6.107279287,6.634069526,6.391792522
1003,RhoL,FBgn0014380,3.163876761,2.012569959,1.784471609,2.172995267,2.61572287,1.418691131
1004,sty,FBgn0014388,5.889674536,5.910704976,5.980409529,5.626739299,4.817937875,5.044378538
1005,sun,FBgn0014391,6.231170003,6.885412517,7.058906049,7.333965045,6.769040596,7.022850831
1006,tim,FBgn0014396,5.471951447,5.409165489,4.075164695,5.673683412,5.35448663,6.23183869
1007,Vps26,FBgn0014411,6.962703899,6.467187157,6.563379974,6.433089753,6.454433745,6.710043548
1008,CG11899,FBgn0014427,7.454348539,7.6775281,7.552237878,7.078877766,7.427611888,7.006464303
1009,Ahcy13,FBgn0014455,5.70134012,5.019480422,5.617337316,5.108023915,5.62170436,5.875340966
1010,His3.3A,FBgn0014857,6.644362355,6.779137558,7.133583183,6.914635363,7.056693664,6.805393103
1011,Hr38,FBgn0014859,4.312077919,5.754583004,4.875347731,5.052037748,5.052872617,5.192298097
1012,Mlp84B,FBgn0014863,0.577340015,0.786332723,2.057008429,-3.487254983,0.351364043,-3.098146567
1013,Ost48,FBgn0014868,9.291232979,9.097889996,9.272003579,9.613531248,9.706631377,9.654353466
1014,Pglym78,FBgn0014869,7.932680796,8.084341453,8.219382961,7.926070331,8.084753367,7.822950984
1015,Psi,FBgn0014870,3.53251334,3.351238948,2.853079269,2.813090263,2.247135413,2.659471146
1016,Roe1,FBgn0014877,7.183101994,7.355660269,7.478182038,7.65117436,7.543961149,7.436356684
1017,Set,FBgn0014879,7.726091764,7.757282895,7.899839912,7.574979464,7.891669426,7.849564047
1018,Hydr2,FBgn0014906,7.924213935,7.713993347,7.295464505,7.897664308,8.327046322,8.457909795
1019,CG2846,FBgn0014930,5.395609736,5.807071555,5.391152118,5.241719355,5.11873107,4.956119809
1020,betaggt-I,FBgn0015000,5.996916151,4.500180771,5.281768915,4.868406537,4.960627318,4.778795744
1021,Cctgamma,FBgn0015019,7.732652523,7.279741118,7.322258504,7.192367151,7.545263373,7.354084988
1022,CkIalpha,FBgn0015024,9.085937008,8.85942494,8.74940461,8.311594055,8.556820937,8.227671495
1023,CkIIalpha-i1,FBgn0015025,2.549107624,3.505942318,1.008857829,1.652269419,3.136192396,1.757273754
1024,cype,FBgn0015031,7.236738076,7.647231393,7.886557708,8.174641851,7.838275374,7.869164591
1025,Cyp4p1,FBgn0015037,1.188045117,1.497482056,1.144888436,2.728144213,2.438690735,3.162896212
1026,Cyp9c1,FBgn0015040,4.317260528,4.266733935,3.886197168,4.539956526,4.616610197,4.596181541
1027,Ddx1,FBgn0015075,5.944291579,5.636984479,5.145676689,5.347077497,5.611794686,5.45366923
1028,eIF-4E,FBgn0015218,9.6915091,9.577727271,9.622698842,9.622188922,9.527415211,9.633904176
1029,Fer2LCH,FBgn0015221,8.918497726,9.065254749,9.290366159,9.160775702,9.236932343,9.205624254
1030,Fer1HCH,FBgn0015222,9.644734924,9.63855541,9.723658418,9.610815036,9.652859054,9.661929671
1031,glec,FBgn0015229,5.959287286,6.098594466,6.28650759,6.400061531,6.218191485,6.410825753
1032,Hr78,FBgn0015239,3.5893119,3.094733106,2.737315714,3.469004491,2.77338657,3.268467144
1033,Hr96,FBgn0015240,3.53251334,4.370597002,2.355099625,3.032077945,4.616610197,4.333566794
1034,Hsp60,FBgn0015245,9.185031402,9.10048401,8.907922145,8.727989493,9.113494167,8.895498808
1035,Diap2,FBgn0015247,6.659234335,6.917037559,6.707129875,6.716457038,6.358136241,6.732357773
1036,Nap1,FBgn0015268,7.059432676,7.116803557,7.229282248,7.044156475,7.09383257,7.031874673
1037,Nf1,FBgn0015269,6.335103755,6.58406974,5.152149322,6.87270521,7.29641714,7.406370004
1038,Orc5,FBgn0015271,3.406879275,2.278599638,3.228713599,2.365288334,2.491526219,3.025083168
1039,Pi3K59F,FBgn0015277,3.146511791,3.671402193,4.012514861,3.404767617,3.232460939,2.556512717
1040,Pi3K68D,FBgn0015278,5.272943014,3.831291111,4.685373665,4.61284944,4.729057549,4.645615934
1041,Pi3K92E,FBgn0015279,4.811715808,3.787808191,4.353126642,4.679221856,4.87704871,4.642477229
1042,Rpt2,FBgn0015282,7.448160809,7.328352358,7.387144062,7.44482194,7.575914402,7.606274295
1043,Rpn10,FBgn0015283,8.582991613,8.954664765,8.850375273,8.978783121,8.909793844,8.961135511
1044,Rala,FBgn0015286,3.993873668,4.232545964,3.773166453,4.084669611,3.719585483,3.408081545
1045,RpL22,FBgn0015288,7.926759215,8.138427464,7.97501109,8.091922592,8.113832184,8.063711294
1046,Shc,FBgn0015296,7.37735426,7.272660989,7.120439931,7.168653981,7.079163458,7.518903246
1047,Srp19,FBgn0015298,3.766480314,3.856765376,4.023147259,3.968495272,3.781008971,3.636642467
1048,Ssb-c31a,FBgn0015299,7.428239701,7.692735888,8.025679906,8.130361964,7.864802246,7.929800663
1049,Try29F,FBgn0015316,2.691612253,1.807225414,1.607378497,0.829417021,1.721623318,3.276588308
1050,Ubc2,FBgn0015320,5.767203929,6.046658906,6.344884361,5.10690279,5.723683795,5.775723817
1051,Ubc4,FBgn0015321,5.450885479,5.245232122,5.160199489,4.66862298,4.812756711,5.069135441
1052,abs,FBgn0015331,4.261891731,4.018495238,4.157897875,3.798363025,3.944690561,3.034691767
1053,CG5861,FBgn0015338,6.554505232,6.456118589,6.819155297,6.634801684,6.70616317,6.34283931
1054,CG14906,FBgn0015351,3.197991968,3.516636545,2.93793747,3.07857125,3.222076221,2.99586733
1055,CG2034,FBgn0015359,3.990633441,3.684107252,4.138470293,3.630633935,3.950992602,3.145264178
1056,oxt,FBgn0015360,5.437858749,5.249512439,4.429713883,6.256289501,4.890226342,5.392396896
1057,chn,FBgn0015371,8.800404953,8.611282137,8.638384691,8.927394408,8.956741256,8.867208611
1058,RabX1,FBgn0015372,4.602648344,4.469318415,5.628985473,5.914420234,5.34375003,5.566437591
1059,dod,FBgn0015379,7.02381597,7.079422982,7.195604252,7.054951585,7.082396309,7.210459671
1060,drl,FBgn0015380,8.675186791,8.227508294,8.281404855,8.615223998,8.730573706,8.270234645
1061,dsf,FBgn0015381,3.610575587,3.168920635,3.695529596,-0.949480551,3.975929033,2.253295064
1062,glu,FBgn0015391,3.868856226,3.592728523,3.317772349,3.839442592,3.474781113,2.087780444
1063,hoip,FBgn0015393,2.675559428,3.870725767,3.216412636,3.938559066,3.24789919,3.27253344
1064,jumu,FBgn0015396,2.960295688,2.776623168,1.680844234,4.153612413,3.93518558,4.678166524
1065,kek1,FBgn0015399,6.632457349,6.995903462,7.033275361,7.478370274,7.123079646,7.278256614
1066,kek2,FBgn0015400,7.048177469,7.126144796,7.134809246,6.402804882,6.452769321,6.215034238
1067,ksr,FBgn0015402,3.997106633,2.823313734,2.845111534,1.858181571,1.51596799,4.356734011
1068,Rme-8,FBgn0015477,5.452063916,4.035945975,4.118777521,5.365944804,4.428446494,5.360278869
1069,Cul1,FBgn0015509,5.770986201,5.70946438,5.188813734,6.111198396,5.87385911,5.444687686
1070,mbc,FBgn0015513,4.705047086,4.658239595,4.16431603,4.409633973,4.080225988,3.885253791
1071,nAChRalpha3,FBgn0015519,6.130984299,6.263223101,6.462827897,7.005574114,6.863101269,6.837656361
1072,nonA-l,FBgn0015520,4.96156075,4.999288669,4.408243517,4.95941979,4.690030807,4.720455464
1073,RpS21,FBgn0015521,5.345759788,5.802709033,5.774527578,6.201673074,5.845386986,6.03046274
1074,otp,FBgn0015524,9.315877253,9.052067675,8.943223696,8.977710219,8.920671631,9.029332595
1075,peng,FBgn0015527,5.106305987,4.679016227,4.236142835,3.670640538,4.190863124,4.290102506
1076,sda,FBgn0015541,5.313705569,5.814313236,6.15088329,6.497816463,7.217260187,7.424756457
1077,spag,FBgn0015544,5.509791179,5.286433227,5.564937797,5.264019142,4.800594472,5.069135441
1078,spel1,FBgn0015546,2.557891434,2.788438234,2.057008429,4.506338622,2.953665244,-0.100466985
1079,tos,FBgn0015553,3.563374747,4.465643759,3.594590285,3.352750016,6.04637528,4.479662111
1080,tty,FBgn0015558,10.60172101,10.29717787,10.35988092,11.08588419,11.2662578,11.05600866
1081,unpg,FBgn0015561,0.577340015,0.349241716,2.514302701,-4.002720471,-3.37950942,-2.333703317
1082,alpha-Est9,FBgn0015577,1.455804512,2.128656018,1.405464633,1.510244305,1.66140873,0.202033019
1083,dare,FBgn0015582,4.683134689,5.224725368,5.160199489,4.539956526,5.065996723,4.667397724
1084,Apc,FBgn0015589,6.451035602,6.661197569,6.216433294,6.021823818,7.119237441,6.810296311
1085,AstA,FBgn0015591,3.53251334,3.466037633,3.627479794,1.226240517,1.807480075,2.087780444
1086,toc,FBgn0015600,7.276860051,6.805177612,6.568833103,6.952263435,7.660783627,6.920646488
1087,BEAF-32,FBgn0015602,7.062522171,7.287307197,7.453173346,6.94035407,6.903466487,7.068000983
1088,CadN,FBgn0015609,9.131608007,8.938434833,8.857200313,9.688095843,9.620298709,9.464629062
1089,CanB2,FBgn0015614,9.336921578,9.480079505,9.505397235,9.302237522,9.108657729,9.311374575
1090,SMC3,FBgn0015615,3.087070925,3.006441578,1.607378497,2.223524243,2.118669173,2.379310347
1091,Cdk8,FBgn0015618,4.483229624,4.762252678,4.871430382,4.558117818,4.741835332,4.3238029
1092,Clp,FBgn0015621,6.469774102,6.440759306,6.569437736,6.285321283,6.421342326,6.465575942
1093,Cnx99A,FBgn0015622,10.57140648,10.34255627,10.39880158,10.25037024,10.43602695,10.41633768
1094,Cpr,FBgn0015623,3.635685105,3.065898826,3.976496722,2.264320577,2.2875353,2.749746643
1095,CycB3,FBgn0015625,4.97637894,4.56515317,4.683140624,4.626996264,5.117330872,4.924166358
1096,Dref,FBgn0015664,6.555602027,6.345002612,6.447779702,8.03588479,8.568011305,7.984431445
1097,Cyp6a17,FBgn0015714,1.045429689,3.104217875,2.388376758,3.087692778,0.963376834,-3.480668979
1098,ktub,FBgn0015721,2.754094837,3.113640694,1.817423469,3.803908355,3.158147403,3.591784273
1099,Hmu,FBgn0015737,8.769897787,8.517564313,8.437929614,9.437260415,9.525173143,9.238021668
1100,Lis-1,FBgn0015754,7.41711944,7.264224482,6.508314912,6.492675189,6.140364978,6.423681245
1101,RpL9,FBgn0015756,7.479415464,7.668166015,7.863816711,7.850046987,7.739116813,7.836748047
1102,p38a,FBgn0015765,1.83397494,0.637505533,1.588412266,1.087627279,-2.94572131,2.185903995
1103,Msr-110,FBgn0015766,5.491568552,6.137798733,4.890911615,6.931515408,5.987814198,6.350553519
1104,Nak,FBgn0015772,6.228421679,6.029960246,5.360736775,6.876986375,7.075202334,5.79351933
1105,NetB,FBgn0015774,5.939258172,6.183815017,5.392519513,4.338819821,4.490331466,5.18044434
1106,nrv1,FBgn0015776,2.74643091,2.620140643,2.71999287,1.664513513,2.700452717,1.733870646
1107,nrv2,FBgn0015777,8.834917703,8.757074896,8.631886748,8.330447824,8.267855132,8.327300597
1108,rin,FBgn0015778,8.592240339,8.655902341,8.523106373,8.784389554,9.05819476,8.702350952
1109,P5cr,FBgn0015781,7.928030173,8.090468689,8.155380169,7.840129587,7.994779147,7.855844915
1110,Rab10,FBgn0015789,4.264577088,2.740586069,4.071754612,2.147051253,2.751890928,3.113879888
1111,Rab11,FBgn0015790,6.453391268,6.483632395,6.563986896,6.243083165,5.856339838,5.989671421
1112,Rab14,FBgn0015791,8.713525674,8.63917815,8.804886797,8.589267011,8.34600003,8.507056347
1113,Rab19,FBgn0015793,4.047872418,4.610784386,4.324757916,3.842140083,3.833116194,4.259698711
1114,Rab18,FBgn0015794,5.693389972,5.716438749,5.737344509,5.950492202,5.893624048,6.038245598
1115,Rab7,FBgn0015795,8.930912651,9.062520532,8.899170569,8.620045506,8.223154584,8.597255505
1116,Rab6,FBgn0015797,9.581663426,9.578790727,9.69955653,9.190318616,9.398831206,9.21040133
1117,Rbf,FBgn0015799,4.096912404,2.829045223,2.71999287,3.537176767,3.389189808,3.408081545
1118,Reg-5,FBgn0015801,-3.349234113,2.399085446,2.592533883,1.614901017,1.150240817,2.930460543
1119,RtGEF,FBgn0015803,5.002352348,3.867944475,3.932053321,4.177305047,4.602668136,4.648747825
1120,HDAC1,FBgn0015805,7.510855786,6.982787131,6.993279006,6.580508398,6.966645502,6.642916745
1121,ScpX,FBgn0015808,5.615594792,5.531087698,5.131006209,4.875007287,5.482901677,5.401708882
